player_id,opta_id,first_name,second_name,web_name,known_name,team_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points,now_cost,selected_by_percent
185,571752,Jakub,Vinarcík,Vinarcík,,1,5674,FC Arouca,FCA,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.2
186,429884,Nico,Mantl,Mantl,,1,5674,FC Arouca,FCA,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.3
187,490862,José,Fontán,Fontán,,1,5674,FC Arouca,FCA,2,DEF,a,,360,1,0,2,3,0,0,0,0,0,0,0,6,0,0,58,28,53,21.5
188,614241,Matías,Rocha,Rocha,,1,5674,FC Arouca,FCA,2,DEF,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.1
189,437745,Boris,Popovic,Popovic,,1,5674,FC Arouca,FCA,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.2
190,489087,Tiago Alexandre,de Sousa Esgaio,Tiago Esgaio,,1,5674,FC Arouca,FCA,2,DEF,a,,357,0,0,2,3,0,0,0,0,0,0,1,0,0,3,21,16,50,6.5
191,503783,Miguel,Puche,Puche,,1,5674,FC Arouca,FCA,3,MID,i,Lesão no Joelho / Knee Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.1
192,474841,Alfonso,Trezza,Trezza,,1,5674,FC Arouca,FCA,3,MID,a,,301,0,1,2,2,0,0,0,0,0,0,2,0,0,5,6,15,60,5.1
193,482684,Brian,Mansilla,Mansilla,,1,5674,FC Arouca,FCA,3,MID,a,,56,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,50,0.1
194,535275,Taichi,Fukui,Fukui,,1,5674,FC Arouca,FCA,3,MID,a,,349,0,0,2,3,0,0,0,0,0,0,1,6,0,6,26,18,55,7.6
195,467005,Pablo,Gozálbez,Gozálbez,,1,5674,FC Arouca,FCA,3,MID,a,,144,0,1,0,3,0,0,0,0,0,0,1,0,0,4,3,9,50,0.1
196,597081,Pedro,Carvalho Santos,Pedro Santos,,1,5674,FC Arouca,FCA,3,MID,a,,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,45,0.4
197,650930,Dylan,Nandín,Nandín,,1,5674,FC Arouca,FCA,4,FWD,a,,104,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,6,49,1.1
198,493020,Arnau,Solà Mateu,Arnau Solà,,1,5674,FC Arouca,FCA,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
199,569675,Lee,Hyun-ju,Lee Hyun-ju,,1,5674,FC Arouca,FCA,3,MID,a,,201,0,1,3,0,0,0,0,1,0,0,0,0,0,1,5,11,50,4.0
200,466464,Naïs,Djouahra,Naïs Djouahra,,1,5674,FC Arouca,FCA,3,MID,a,,356,0,3,2,3,0,0,0,0,0,0,2,2,0,5,20,23,62,16.0
201,499634,Uladzislau,Marozau,Marozau,,1,5674,FC Arouca,FCA,4,FWD,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.5
202,463055,Iván,Martinez Gonzalvez,Barbero,,1,5674,FC Arouca,FCA,4,FWD,a,,252,3,0,2,1,0,0,0,1,0,0,0,0,2,1,8,20,55,11.9
203,637702,Mateo,Flores Lozano,Mateo Flores,,1,5674,FC Arouca,FCA,3,MID,a,,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,45,0.1
204,491008,Diogo,Pinheiro Monteiro,Diogo Monteiro,,1,5674,FC Arouca,FCA,2,DEF,a,,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-2,40,0.5
